_id,id,idanalista,atribuicao,status,validacao,status_val,obs,area_km2,data_inicial,data_entrega,idprojeto,geom,st_astext,data_inicio
662b05b5d0af6c1d441d2221,1899,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2023-11-08,2023-11-15,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F139E5C41EC75119692EE1E4148171F7F139E5C41EC75119692EE1E4148171F7FAF9D5C41EC751196A2E31E4148171F7FAF9D5C41EC751196A2E31E4148171F7F139E5C41,,
662b05b5d0af6c1d441d2225,1903,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-11-17,2022-11-24,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F839C5C41EC75119692EE1E4148171F7F839C5C41EC75119692EE1E4148171F7F1F9C5C41EC751196A2E31E4148171F7F1F9C5C41EC751196A2E31E4148171F7F839C5C41,,
662b05b5d0af6c1d441d2226,1904,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2023-08-01,2023-08-08,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7FC7995C41EC75119692EE1E4148171F7FC7995C41EC75119692EE1E4148171F7F63995C41EC751196A2E31E4148171F7F63995C41EC751196A2E31E4148171F7FC7995C41,,
662b05b5d0af6c1d441d2227,1905,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2024-01-22,2024-01-29,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F2B9A5C41EC75119692EE1E4148171F7F2B9A5C41EC75119692EE1E4148171F7FC7995C41EC751196A2E31E4148171F7FC7995C41EC751196A2E31E4148171F7F2B9A5C41,,
662b05b5d0af6c1d441d222a,1908,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2023-03-21,2023-03-28,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7FB7A45C41EC75119692EE1E4148171F7FB7A45C41EC75119692EE1E4148171F7F53A45C41EC751196A2E31E4148171F7F53A45C41EC751196A2E31E4148171F7FB7A45C41,,
662b05b5d0af6c1d441d222b,1909,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-09-09,2022-09-16,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F1BA55C41EC75119692EE1E4148171F7F1BA55C41EC75119692EE1E4148171F7FB7A45C41EC751196A2E31E4148171F7FB7A45C41EC751196A2E31E4148171F7F1BA55C41,,
662b05b5d0af6c1d441d222d,1911,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2024-03-30,2024-04-06,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7FE3A55C41EC75119692EE1E4148171F7FE3A55C41EC75119692EE1E4148171F7F7FA55C41EC751196A2E31E4148171F7F7FA55C41EC751196A2E31E4148171F7FE3A55C41,,
662b05b5d0af6c1d441d2233,1917,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-08-18,2022-08-25,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7FFBA15C41EC75119692EE1E4148171F7FFBA15C41EC75119692EE1E4148171F7F97A15C41EC751196A2E31E4148171F7F97A15C41EC751196A2E31E4148171F7FFBA15C41,,
662b05b5d0af6c1d441d2237,1921,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2023-08-08,2023-08-15,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F6BA05C41EC75119692EE1E4148171F7F6BA05C41EC75119692EE1E4148171F7F07A05C41EC751196A2E31E4148171F7F07A05C41EC751196A2E31E4148171F7F6BA05C41,,
662b05b5d0af6c1d441d223e,1928,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-09-11,2022-09-18,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F47A65C41EC75119692EE1E4148171F7F47A65C41EC75119692EE1E4148171F7FE3A55C41EC751196A2E31E4148171F7FE3A55C41EC751196A2E31E4148171F7F47A65C41,,
662b05b5d0af6c1d441d2240,1930,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2024-04-23,2024-04-30,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F0FA75C41EC75119692EE1E4148171F7F0FA75C41EC75119692EE1E4148171F7FABA65C41EC751196A2E31E4148171F7FABA65C41EC751196A2E31E4148171F7F0FA75C41,,
662b05b5d0af6c1d441d2241,1931,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2023-12-01,2023-12-08,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F73A75C41EC75119692EE1E4148171F7F73A75C41EC75119692EE1E4148171F7F0FA75C41EC751196A2E31E4148171F7F0FA75C41EC751196A2E31E4148171F7F73A75C41,,
662b05b5d0af6c1d441d2245,1935,1,analista 3,finalizado,NULL,NULL,NULL,0.280223781,2023-09-21,2023-09-28,1,0106000020EF7C00000100000001030000000100000005000000EC75119692EE1E4148171F7F63995C41EC75119682F91E4148171F7F63995C41EC75119682F91E4148171F7FFF985C41EC75119692EE1E4148171F7FFF985C41EC75119692EE1E4148171F7F63995C41,,
662b05b5d0af6c1d441d2248,1938,1,analista 3,finalizado,NULL,NULL,NULL,0.280223781,2022-12-22,2022-12-29,1,0106000020EF7C00000100000001030000000100000005000000EC75119692EE1E4148171F7FD3975C41EC75119682F91E4148171F7FD3975C41EC75119682F91E4148171F7F6F975C41EC75119692EE1E4148171F7F6F975C41EC75119692EE1E4148171F7FD3975C41,,
662b05b5d0af6c1d441d224b,1941,1,analista 3,finalizado,NULL,NULL,NULL,0.27454191,2022-10-25,2022-11-01,1,0106000020EF7C000001000000010300000001000000080000008348D821D6F81E41468389072F9F5C414F2A8961D6F81E417EC5F85D209F5C41EC75119682F91E416231E395109F5C41EC75119682F91E4148171F7FDB9E5C41EC75119692EE1E4148171F7FDB9E5C41EC75119692EE1E4148171F7F3F9F5C411A161B6D55F91E4148171F7F3F9F5C418348D821D6F81E41468389072F9F5C41,,
662b05b5d0af6c1d441d221b,1893,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-11-16,2022-11-23,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7FDB9E5C41EC75119692EE1E4148171F7FDB9E5C41EC75119692EE1E4148171F7F779E5C41EC751196A2E31E4148171F7F779E5C41EC751196A2E31E4148171F7FDB9E5C41,,
662b05b5d0af6c1d441d221e,1896,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2023-08-15,2023-08-22,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7FE79C5C41EC75119692EE1E4148171F7FE79C5C41EC75119692EE1E4148171F7F839C5C41EC751196A2E31E4148171F7F839C5C41EC751196A2E31E4148171F7FE79C5C41,,
662b05b5d0af6c1d441d2220,1898,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-10-13,2022-10-20,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7FAF9D5C41EC75119692EE1E4148171F7FAF9D5C41EC75119692EE1E4148171F7F4B9D5C41EC751196A2E31E4148171F7F4B9D5C41EC751196A2E31E4148171F7FAF9D5C41,,
662b05b5d0af6c1d441d2228,1906,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-09-11,2022-09-18,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F8F9A5C41EC75119692EE1E4148171F7F8F9A5C41EC75119692EE1E4148171F7F2B9A5C41EC751196A2E31E4148171F7F2B9A5C41EC751196A2E31E4148171F7F8F9A5C41,,
662b05b5d0af6c1d441d2230,1914,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-12-26,2023-01-02,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7FEFA35C41EC75119692EE1E4148171F7FEFA35C41EC75119692EE1E4148171F7F8BA35C41EC751196A2E31E4148171F7F8BA35C41EC751196A2E31E4148171F7FEFA35C41,,
662b05b5d0af6c1d441d2232,1916,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2023-08-28,2023-09-04,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F97A15C41EC75119692EE1E4148171F7F97A15C41EC75119692EE1E4148171F7F33A15C41EC751196A2E31E4148171F7F33A15C41EC751196A2E31E4148171F7F97A15C41,,
662b05b5d0af6c1d441d2238,1922,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-08-26,2022-09-02,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7FCFA05C41EC75119692EE1E4148171F7FCFA05C41EC75119692EE1E4148171F7F6BA05C41EC751196A2E31E4148171F7F6BA05C41EC751196A2E31E4148171F7FCFA05C41,,
662b05b5d0af6c1d441d223b,1925,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-12-14,2022-12-21,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F3BA85C41EC75119692EE1E4148171F7F3BA85C41EC75119692EE1E4148171F7FD7A75C41EC751196A2E31E4148171F7FD7A75C41EC751196A2E31E4148171F7F3BA85C41,,
662b05b5d0af6c1d441d223c,1926,1,analista 3,finalizado,NULL,NULL,NULL,0.26692297,2024-02-21,2024-02-28,1,0106000020EF7C0000010000000103000000010000000800000022BD24663DED1E416FDF09DB90A85C417D7C25B647EE1E4145A3E58571A85C41EC75119692EE1E411B4646F26AA85C41EC75119692EE1E4148171F7F3BA85C41EC751196A2E31E4148171F7F3BA85C41EC751196A2E31E4148171F7F9FA85C410C50D4506CEC1E4148171F7F9FA85C4122BD24663DED1E416FDF09DB90A85C41,,
662b05b5d0af6c1d441d2246,1936,1,analista 3,finalizado,NULL,NULL,NULL,0.056036372,2024-01-22,2024-01-29,1,0106000020EF7C0000010000000103000000010000000A000000143D9CB888F81E411A25FCF406975C41A3C5312F08F71E4168E7428806975C41EA3AB807BFF21E41FB0EFF40EC965C4127FBB3DC3DF01E4108C6BCBDED965C41DB6B71CA4FEF1E4123D7AA69EB965C41DD43D0CDB5EE1E41A29C9632E4965C41EC75119692EE1E41FBCB4F51DC965C41EC75119692EE1E4148171F7F0B975C4195EBED782AF91E4148171F7F0B975C41143D9CB888F81E411A25FCF406975C41,,
662b05b5d0af6c1d441d2249,1939,1,analista 3,finalizado,NULL,NULL,NULL,0.280223781,2023-10-22,2023-10-29,1,0106000020EF7C00000100000001030000000100000005000000EC75119692EE1E4148171F7F779E5C41EC75119682F91E4148171F7F779E5C41EC75119682F91E4148171F7F139E5C41EC75119692EE1E4148171F7F139E5C41EC75119692EE1E4148171F7F779E5C41,,
662b05b5d0af6c1d441d224d,1943,1,analista 3,finalizado,NULL,NULL,NULL,0.280223781,2022-08-25,2022-09-01,1,0106000020EF7C00000100000001030000000100000005000000EC75119692EE1E4148171F7FE79C5C41EC75119682F91E4148171F7FE79C5C41EC75119682F91E4148171F7F839C5C41EC75119692EE1E4148171F7F839C5C41EC75119692EE1E4148171F7FE79C5C41,,
662b05b5d0af6c1d441d224e,1944,1,analista 3,finalizado,NULL,NULL,NULL,0.280223781,2023-10-17,2023-10-24,1,0106000020EF7C00000100000001030000000100000005000000EC75119692EE1E4148171F7F4B9D5C41EC75119682F91E4148171F7F4B9D5C41EC75119682F91E4148171F7FE79C5C41EC75119692EE1E4148171F7FE79C5C41EC75119692EE1E4148171F7F4B9D5C41,,
662b05b5d0af6c1d441d2250,1946,1,analista 3,finalizado,NULL,NULL,NULL,0.280223781,2023-10-02,2023-10-09,1,0106000020EF7C00000100000001030000000100000005000000EC75119692EE1E4148171F7F139E5C41EC75119682F91E4148171F7F139E5C41EC75119682F91E4148171F7FAF9D5C41EC75119692EE1E4148171F7FAF9D5C41EC75119692EE1E4148171F7F139E5C41,,
662b05b5d0af6c1d441d2251,1947,1,analista 3,finalizado,NULL,NULL,NULL,0.280223781,2022-08-24,2022-08-31,1,0106000020EF7C00000100000001030000000100000005000000EC75119692EE1E4148171F7F579B5C41EC75119682F91E4148171F7F579B5C41EC75119682F91E4148171F7FF39A5C41EC75119692EE1E4148171F7FF39A5C41EC75119692EE1E4148171F7F579B5C41,,
662b05b5d0af6c1d441d222c,1910,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2024-03-30,2024-04-06,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F7FA55C41EC75119692EE1E4148171F7F7FA55C41EC75119692EE1E4148171F7F1BA55C41EC751196A2E31E4148171F7F1BA55C41EC751196A2E31E4148171F7F7FA55C41,,
662b05b5d0af6c1d441d222e,1912,1,analista 3,finalizado,NULL,NULL,NULL,0.280223847,2022-11-02,2022-11-09,1,0106000020EF7C00000100000001030000000100000005000000EC751196A2E31E4148171F7F27A35C41EC75119692EE1E4148171F7F27A35C41EC75119692EE1E4148171F7FC3A25C41EC751196A2E31E4148171F7FC3A25C41EC751196A2E31E4148171F7F27A35C41,,
